"Res_key","Paper_id","Duration","Loc_multi_results","Response_var","RV_trtspecifics","RV_depth","RV_year","Response_var_units","Stat_test","Stat_type","Trt1","Trt1_int","Trt1_int2","Trt1_value","Trt2","Trt2_int","Trt2_int2","Trt2_value","significance","finelevel_group","Trt1_name","Trt1_details","Trt2_name","Trt2_details","group_level1","group_level2","group_level3","nutrient_groups","Review"
676,143,"1994-3","3","soil residual nitrate","post harvest or early spring","0-90 cm","3","mg N/kg soil","LSM","mean","0",NA,NA,3.3,"2",NA,"",2.9,"ns","uniform_variable","uniform nitrogen application management (mean of 142 kg N/ha over all sites and years)","uniform nitrogen application management (mean of 142 kg N/ha over all sites and years)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","Soil Nutrients","Nitrate","Late season (crop stages: harvest & post harvest)","Fertilizer Placement","Nutrient Management"
677,143,"1994-3","3","soil residual nitrate","post harvest or early spring","0-90 cm","3","mg N/kg soil","LSM","mean","1",NA,NA,3.4,"2",NA,"",2.9,"ns","uniform_variable","variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years)","variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","Soil Nutrients","Nitrate","Late season (crop stages: harvest & post harvest)","Fertilizer Placement","Nutrient Management"
678,143,"1994-3","4","soil residual nitrate","post harvest or early spring","0-90 cm","1","mg N/kg soil","LSM","mean","0",NA,NA,7.2,"1",NA,"",6.9,"ns","uniform_variable","uniform nitrogen application management (mean of 142 kg N/ha over all sites and years)","uniform nitrogen application management (mean of 142 kg N/ha over all sites and years)","variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years)","variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years)","Soil Nutrients","Nitrate","Late season (crop stages: harvest & post harvest)","Fertilizer Placement","Nutrient Management"
679,143,"1994-3","4","soil residual nitrate","post harvest or early spring","0-90 cm","1","mg N/kg soil","LSM","mean","0",NA,NA,7.2,"2",NA,"",8.3,"ns","uniform_variable","uniform nitrogen application management (mean of 142 kg N/ha over all sites and years)","uniform nitrogen application management (mean of 142 kg N/ha over all sites and years)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","Soil Nutrients","Nitrate","Late season (crop stages: harvest & post harvest)","Fertilizer Placement","Nutrient Management"
680,143,"1994-3","4","soil residual nitrate","post harvest or early spring","0-90 cm","1","mg N/kg soil","LSM","mean","1",NA,NA,6.9,"2",NA,"",8.3,"ns","uniform_variable","variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years)","variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","Soil Nutrients","Nitrate","Late season (crop stages: harvest & post harvest)","Fertilizer Placement","Nutrient Management"
681,143,"1994-3","4","soil residual nitrate","","0-90 cm","2","mg N/kg soil","LSM","mean","0",NA,NA,6.8,"1",NA,"",6.9,"ns","uniform_variable","uniform nitrogen application management (mean of 142 kg N/ha over all sites and years)","uniform nitrogen application management (mean of 142 kg N/ha over all sites and years)","variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years)","variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years)","Soil Nutrients","Nitrate","Late season (crop stages: harvest & post harvest)","Fertilizer Placement","Nutrient Management"
682,143,"1994-3","4","soil residual nitrate","","0-90 cm","2","mg N/kg soil","LSM","mean","0",NA,NA,6.8,"2",NA,"",6.1,"ns","uniform_variable","uniform nitrogen application management (mean of 142 kg N/ha over all sites and years)","uniform nitrogen application management (mean of 142 kg N/ha over all sites and years)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","Soil Nutrients","Nitrate","Late season (crop stages: harvest & post harvest)","Fertilizer Placement","Nutrient Management"
683,143,"1994-3","4","soil residual nitrate","","0-90 cm","2","mg N/kg soil","LSM","mean","1",NA,NA,6.9,"2",NA,"",6.1,"ns","uniform_variable","variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years)","variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","Soil Nutrients","Nitrate","Late season (crop stages: harvest & post harvest)","Fertilizer Placement","Nutrient Management"
684,143,"1994-3","4","soil residual nitrate","","0-90 cm","3","mg N/kg soil","LSM","mean","0",NA,NA,11.4,"1",NA,"",13.8,"ns","uniform_variable","uniform nitrogen application management (mean of 142 kg N/ha over all sites and years)","uniform nitrogen application management (mean of 142 kg N/ha over all sites and years)","variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years)","variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years)","Soil Nutrients","Nitrate","Late season (crop stages: harvest & post harvest)","Fertilizer Placement","Nutrient Management"
685,143,"1994-3","4","soil residual nitrate","","0-90 cm","3","mg N/kg soil","LSM","mean","0",NA,NA,11.4,"2",NA,"",8.4,"ns","uniform_variable","uniform nitrogen application management (mean of 142 kg N/ha over all sites and years)","uniform nitrogen application management (mean of 142 kg N/ha over all sites and years)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","Soil Nutrients","Nitrate","Late season (crop stages: harvest & post harvest)","Fertilizer Placement","Nutrient Management"
686,143,"1994-3","4","soil residual nitrate","","0-90 cm","3","mg N/kg soil","LSM","mean","1",NA,NA,13.8,"2",NA,"",8.4,"0.05","uniform_variable","variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years)","variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","Soil Nutrients","Nitrate","Late season (crop stages: harvest & post harvest)","Fertilizer Placement","Nutrient Management"
687,144,"1986-3","0","maize leaf nitrogen content","at silking","","1;2;3","%","LSD","mean","0",NA,NA,2.69,"1",NA,"",2.89,"0.05","broadcast_band_ridge","100 lb N/acre (UAN) broadcast sprayed at preplant","100 lb N/acre (UAN) broadcast sprayed at preplant","100 lb N/acre (UAN) band sprayed on ridge at preplant","100 lb N/acre (UAN) band sprayed on ridge at preplant","Crop Yields","Crop Nutrient Content","Corn nitrogen content of aboveground biomass","Fertilizer Placement","Nutrient Management"
688,144,"1986-3","0","maize leaf nitrogen content","at silking","","1;2;3","%","LSD","mean","0",NA,NA,2.69,"2",NA,"",2.93,"0.05","broadcast_injected_ridge","100 lb N/acre (UAN) broadcast sprayed at preplant","100 lb N/acre (UAN) broadcast sprayed at preplant","100 lb N/acre (UAN) point injected in ridge at preplant","100 lb N/acre (UAN) point injected in ridge at preplant","Crop Yields","Crop Nutrient Content","Corn nitrogen content of aboveground biomass","Fertilizer Placement","Nutrient Management"
689,144,"1986-3","0","maize leaf nitrogen content","at silking","","1;2;3","%","LSD","mean","0",NA,NA,2.69,"3",NA,"",2.78,"ns","broadcast_injected_interrow","100 lb N/acre (UAN) broadcast sprayed at preplant","100 lb N/acre (UAN) broadcast sprayed at preplant","100 lb N/acre (UAN) point injected in furrow (interrow) at preplant","100 lb N/acre (UAN) point injected in furrow (interrow) at preplant","Crop Yields","Crop Nutrient Content","Corn nitrogen content of aboveground biomass","Fertilizer Placement","Nutrient Management"
690,144,"1986-3","0","maize leaf nitrogen content","at silking","","1;2;3","%","LSD","mean","0",NA,NA,2.69,"4",NA,"",2.89,"0.05","timing_preplant_splitpreplantV7","100 lb N/acre (UAN) broadcast sprayed at preplant","100 lb N/acre (UAN) broadcast sprayed at preplant","30 lb N/acre (UAN) band sprayed on ridge at preplant and 70 lb N/acre (UAN) point injected in furrow (sidedress) at maize V7 leaf stage","30 lb N/acre (UAN) band sprayed on ridge at preplant and 70 lb N/acre (UAN) point injected in furrow (sidedress) at maize V7 leaf stage","Crop Yields","Crop Nutrient Content","Corn nitrogen content of aboveground biomass","Application Timing","Nutrient Management"
691,144,"1986-3","0","maize leaf nitrogen content","at silking","","1;2;3","%","LSD","mean","0",NA,NA,2.69,"5",NA,"",2.54,"0.05","timing_preplant_splitpreplantV16","100 lb N/acre (UAN) broadcast sprayed at preplant","100 lb N/acre (UAN) broadcast sprayed at preplant","30 lb N/acre (UAN) band sprayed on ridge at preplant and 70 lb N/acre (UAN) point injected in furrow (sidedress) at maize V16 leaf stage","30 lb N/acre (UAN) band sprayed on ridge at preplant and 70 lb N/acre (UAN) point injected in furrow (sidedress) at maize V16 leaf stage","Crop Yields","Crop Nutrient Content","Corn nitrogen content of aboveground biomass","Application Timing","Nutrient Management"
692,144,"1986-3","0","maize stand count","","","1;2;3","# x 10^-3/acre","LSD","mean","0",NA,NA,26.5,"1",NA,"",26.9,"ns","broadcast_band_ridge","100 lb N/acre (UAN) broadcast sprayed at preplant","100 lb N/acre (UAN) broadcast sprayed at preplant","100 lb N/acre (UAN) band sprayed on ridge at preplant","100 lb N/acre (UAN) band sprayed on ridge at preplant","Crop Yields","Stand Count","Corn","Fertilizer Placement","Nutrient Management"
693,144,"1986-3","0","maize stand count","","","1;2;3","# x 10^-3/acre","LSD","mean","0",NA,NA,26.5,"2",NA,"",26.1,"ns","broadcast_injected_ridge","100 lb N/acre (UAN) broadcast sprayed at preplant","100 lb N/acre (UAN) broadcast sprayed at preplant","100 lb N/acre (UAN) point injected in ridge at preplant","100 lb N/acre (UAN) point injected in ridge at preplant","Crop Yields","Stand Count","Corn","Fertilizer Placement","Nutrient Management"
694,144,"1986-3","0","maize stand count","","","1;2;3","# x 10^-3/acre","LSD","mean","0",NA,NA,26.5,"3",NA,"",27.1,"0.05","broadcast_injected_interrow","100 lb N/acre (UAN) broadcast sprayed at preplant","100 lb N/acre (UAN) broadcast sprayed at preplant","100 lb N/acre (UAN) point injected in furrow (interrow) at preplant","100 lb N/acre (UAN) point injected in furrow (interrow) at preplant","Crop Yields","Stand Count","Corn","Fertilizer Placement","Nutrient Management"
695,144,"1986-3","0","maize stand count","","","1;2;3","# x 10^-3/acre","LSD","mean","0",NA,NA,26.5,"4",NA,"",27,"ns","timing_preplant_splitpreplantV7","100 lb N/acre (UAN) broadcast sprayed at preplant","100 lb N/acre (UAN) broadcast sprayed at preplant","30 lb N/acre (UAN) band sprayed on ridge at preplant and 70 lb N/acre (UAN) point injected in furrow (sidedress) at maize V7 leaf stage","30 lb N/acre (UAN) band sprayed on ridge at preplant and 70 lb N/acre (UAN) point injected in furrow (sidedress) at maize V7 leaf stage","Crop Yields","Stand Count","Corn","Application Timing","Nutrient Management"
