Res_key,Review_id,Paper_id,Duration,Loc_multi_results,Response_var,RV_trtspecifics,RV_depth,RV_year,Response_var_units,Stat_test,Stat_type,Trt1,Trt1_int,Trt1_int2,Trt1_value,Trt2,Trt2_int,Trt2_int2,Trt2_value,significance,finelevel_group,Trt1_name,Trt1_details,Trt2_name,Trt2_details,Tillage_1,Tillage_2,group_level1,group_level2,group_level3,per_change,actual_diff,sample_depth,sample_year,nutrient_groups,Trt_1name,Trt_2name,Trt_compare,Review
391,,136,2014-2,0,residual total soil nitrogen,,0-60 cm,1,kg N/ha,Pdiff,mean,0,NA,NA,53,1,NA,,49.4,ns,timing_preplant_splitpreplantV4,maize fertilized with single preplant nitrogen application (135 kg N/ha),maize fertilized with single preplant nitrogen application (135 kg N/ha),maize fertilized with split nitrogen application (45 kg N/ha at preplant and 90 kg N/ha applied as side-dress at V4 maize development stage),maize fertilized with split nitrogen application (45 kg N/ha at preplant and 90 kg N/ha applied as side-dress at V4 maize development stage),,,Soil Nutrients,Nitrogen,Total soil nitrogen,-6.79245283,-3.6,0-30 cm,,Application Timing,Single Application,Split Application,,Nutrient Management
391,,136,2014-2,0,residual total soil nitrogen,,0-60 cm,2,kg N/ha,Pdiff,mean,0,NA,NA,53,1,NA,,49.4,ns,timing_preplant_splitpreplantV4,maize fertilized with single preplant nitrogen application (135 kg N/ha),maize fertilized with single preplant nitrogen application (135 kg N/ha),maize fertilized with split nitrogen application (45 kg N/ha at preplant and 90 kg N/ha applied as side-dress at V4 maize development stage),maize fertilized with split nitrogen application (45 kg N/ha at preplant and 90 kg N/ha applied as side-dress at V4 maize development stage),,,Soil Nutrients,Nitrogen,Total soil nitrogen,-6.79245283,-3.6,0-30 cm,,Application Timing,Single Application,Split Application,,Nutrient Management
482,,137,2002-3,0,soil nitrate content,post harvest,0-120 cm,1,kg NO3-N/ha,Tukey,mean,0,4,NA,65,1,4,,82.2,ns,timing_fall_preplant,fall applied anhydrous ammonia [78 kg N/ha] with nitrapyrin [0.56 kg ai/ha],fall applied anhydrous ammonia [78 kg N/ha] with nitrapyrin [0.56 kg ai/ha],spring applied (preplant) anhydrous ammonia (78 kg N/ha),spring applied (preplant) anhydrous ammonia (78 kg N/ha),,,Soil Nutrients,Nitrate,Late season (crop stages: harvest & post harvest),26.46153846,17.2,0-60 cm,,Application Timing,Fall,Spring,,Nutrient Management
483,,137,2002-3,0,soil nitrate content,,0-120 cm,1,kg NO3-N/ha,Tukey,mean,0,5,NA,65,1,5,,67,ns,timing_fall_preplant,fall applied anhydrous ammonia [156 kg N/ha] with nitrapyrin [0.56 kg ai/ha],fall applied anhydrous ammonia [156 kg N/ha] with nitrapyrin [0.56 kg ai/ha],spring applied (preplant) anhydrous ammonia (156 kg N/ha),spring applied (preplant) anhydrous ammonia (156 kg N/ha),,,Soil Nutrients,Nitrate,Late season (crop stages: harvest & post harvest),3.076923077,2,0-60 cm,,Application Timing,Fall,Spring,,Nutrient Management
484,,137,2002-3,0,soil nitrate content,,0-120 cm,1,kg NO3-N/ha,Tukey,mean,0,5,NA,65,2,5,,117.6,0.1,timing_fall_V3,fall applied anhydrous ammonia [156 kg N/ha] with nitrapyrin [0.56 kg ai/ha],fall applied anhydrous ammonia [156 kg N/ha] with nitrapyrin [0.56 kg ai/ha],side dress application of anhydrous ammonia (156 kg N/ha) at maize V3-V5 stage,side dress application of anhydrous ammonia (156 kg N/ha) at maize V3-V5 stage,,,Soil Nutrients,Nitrate,Late season (crop stages: harvest & post harvest),80.92307692,52.6,0-60 cm,,Application Timing,Fall,Spring,,Nutrient Management
485,,137,2002-3,0,soil nitrate content,,0-120 cm,1,kg NO3-N/ha,Tukey,mean,1,5,NA,67,2,5,,117.6,0.1,timing_spring_V3,spring applied (preplant) anhydrous ammonia (156 kg N/ha),spring applied (preplant) anhydrous ammonia (156 kg N/ha),side dress application of anhydrous ammonia (156 kg N/ha) at maize V3-V5 stage,side dress application of anhydrous ammonia (156 kg N/ha) at maize V3-V5 stage,,,Soil Nutrients,Nitrate,Late season (crop stages: harvest & post harvest),75.52238806,50.6,0-60 cm,,Application Timing,Preplant,Early Season,,Nutrient Management
486,,137,2002-3,0,soil nitrate content,,0-120 cm,1,kg NO3-N/ha,Tukey,mean,0,6,NA,113.8,1,6,,94.5,ns,timing_fall_spring,fall applied anhydrous ammonia [234 kg N/ha] with nitrapyrin [0.56 kg ai/ha],fall applied anhydrous ammonia [234 kg N/ha] with nitrapyrin [0.56 kg ai/ha],spring applied (preplant) anhydrous ammonia (234 kg N/ha),spring applied (preplant) anhydrous ammonia (234 kg N/ha),,,Soil Nutrients,Nitrate,Late season (crop stages: harvest & post harvest),-16.95957821,-19.3,0-60 cm,,Application Timing,Fall,Spring,,Nutrient Management
487,,137,2002-3,0,soil nitrate content,,0-120 cm,2,kg NO3-N/ha,Tukey,mean,0,4,NA,42.9,1,4,,44.8,ns,timing_fall_preplant,fall applied anhydrous ammonia [78 kg N/ha] with nitrapyrin [0.56 kg ai/ha],fall applied anhydrous ammonia [78 kg N/ha] with nitrapyrin [0.56 kg ai/ha],spring applied (preplant) anhydrous ammonia (78 kg N/ha),spring applied (preplant) anhydrous ammonia (78 kg N/ha),,,Soil Nutrients,Nitrate,Late season (crop stages: harvest & post harvest),4.428904429,1.9,0-60 cm,,Application Timing,Fall,Spring,,Nutrient Management
488,,137,2002-3,0,soil nitrate content,,0-120 cm,2,kg NO3-N/ha,Tukey,mean,0,5,NA,37.7,1,5,,63.9,0.1,timing_fall_preplant,fall applied anhydrous ammonia [156 kg N/ha] with nitrapyrin [0.56 kg ai/ha],fall applied anhydrous ammonia [156 kg N/ha] with nitrapyrin [0.56 kg ai/ha],spring applied (preplant) anhydrous ammonia (156 kg N/ha),spring applied (preplant) anhydrous ammonia (156 kg N/ha),,,Soil Nutrients,Nitrate,Late season (crop stages: harvest & post harvest),69.49602122,26.2,0-60 cm,,Application Timing,Fall,Spring,,Nutrient Management
489,,137,2002-3,0,soil nitrate content,,0-120 cm,2,kg NO3-N/ha,Tukey,mean,0,5,NA,37.7,2,5,,52.8,ns,timing_fall_V3,fall applied anhydrous ammonia [156 kg N/ha] with nitrapyrin [0.56 kg ai/ha],fall applied anhydrous ammonia [156 kg N/ha] with nitrapyrin [0.56 kg ai/ha],side dress application of anhydrous ammonia (156 kg N/ha) at maize V3-V5 stage,side dress application of anhydrous ammonia (156 kg N/ha) at maize V3-V5 stage,,,Soil Nutrients,Nitrate,Late season (crop stages: harvest & post harvest),40.0530504,15.1,0-60 cm,,Application Timing,Fall,Spring,,Nutrient Management
490,,137,2002-3,0,soil nitrate content,,0-120 cm,2,kg NO3-N/ha,Tukey,mean,1,5,NA,63.9,2,5,,52.8,ns,timing_spring_V3,spring applied (preplant) anhydrous ammonia (156 kg N/ha),spring applied (preplant) anhydrous ammonia (156 kg N/ha),side dress application of anhydrous ammonia (156 kg N/ha) at maize V3-V5 stage,side dress application of anhydrous ammonia (156 kg N/ha) at maize V3-V5 stage,,,Soil Nutrients,Nitrate,Late season (crop stages: harvest & post harvest),-17.37089202,-11.1,0-60 cm,,Application Timing,Preplant,Early Season,,Nutrient Management
491,,137,2002-3,0,soil nitrate content,,0-120 cm,2,kg NO3-N/ha,Tukey,mean,0,6,NA,67.5,1,6,,62.2,ns,timing_fall_spring,fall applied anhydrous ammonia [234 kg N/ha] with nitrapyrin [0.56 kg ai/ha],fall applied anhydrous ammonia [234 kg N/ha] with nitrapyrin [0.56 kg ai/ha],spring applied (preplant) anhydrous ammonia (234 kg N/ha),spring applied (preplant) anhydrous ammonia (234 kg N/ha),,,Soil Nutrients,Nitrate,Late season (crop stages: harvest & post harvest),-7.851851852,-5.3,0-60 cm,,Application Timing,Fall,Spring,,Nutrient Management
492,,137,2002-3,0,soil nitrate content,,0-120 cm,3,kg NO3-N/ha,Tukey,mean,0,4,NA,49.6,1,4,,57.9,ns,timing_fall_preplant,fall applied anhydrous ammonia [78 kg N/ha] with nitrapyrin [0.56 kg ai/ha],fall applied anhydrous ammonia [78 kg N/ha] with nitrapyrin [0.56 kg ai/ha],spring applied (preplant) anhydrous ammonia (78 kg N/ha),spring applied (preplant) anhydrous ammonia (78 kg N/ha),,,Soil Nutrients,Nitrate,Late season (crop stages: harvest & post harvest),16.73387097,8.3,0-60 cm,,Application Timing,Fall,Spring,,Nutrient Management
493,,137,2002-3,0,soil nitrate content,,0-120 cm,3,kg NO3-N/ha,Tukey,mean,0,5,NA,62.1,1,5,,53.1,ns,timing_fall_preplant,fall applied anhydrous ammonia [156 kg N/ha] with nitrapyrin [0.56 kg ai/ha],fall applied anhydrous ammonia [156 kg N/ha] with nitrapyrin [0.56 kg ai/ha],spring applied (preplant) anhydrous ammonia (156 kg N/ha),spring applied (preplant) anhydrous ammonia (156 kg N/ha),,,Soil Nutrients,Nitrate,Late season (crop stages: harvest & post harvest),-14.49275362,-9,0-60 cm,,Application Timing,Fall,Spring,,Nutrient Management
494,,137,2002-3,0,soil nitrate content,,0-120 cm,3,kg NO3-N/ha,Tukey,mean,0,5,NA,62.1,2,5,,76.5,ns,timing_fall_V3,fall applied anhydrous ammonia [156 kg N/ha] with nitrapyrin [0.56 kg ai/ha],fall applied anhydrous ammonia [156 kg N/ha] with nitrapyrin [0.56 kg ai/ha],side dress application of anhydrous ammonia (156 kg N/ha) at maize V3-V5 stage,side dress application of anhydrous ammonia (156 kg N/ha) at maize V3-V5 stage,,,Soil Nutrients,Nitrate,Late season (crop stages: harvest & post harvest),23.1884058,14.4,0-60 cm,,Application Timing,Fall,Spring,,Nutrient Management
495,,137,2002-3,0,soil nitrate content,,0-120 cm,3,kg NO3-N/ha,Tukey,mean,1,5,NA,53.1,2,5,,76.5,0.1,timing_spring_V3,spring applied (preplant) anhydrous ammonia (156 kg N/ha),spring applied (preplant) anhydrous ammonia (156 kg N/ha),side dress application of anhydrous ammonia (156 kg N/ha) at maize V3-V5 stage,side dress application of anhydrous ammonia (156 kg N/ha) at maize V3-V5 stage,,,Soil Nutrients,Nitrate,Late season (crop stages: harvest & post harvest),44.06779661,23.4,0-60 cm,,Application Timing,Preplant,Early Season,,Nutrient Management
496,,137,2002-3,0,soil nitrate content,,0-120 cm,3,kg NO3-N/ha,Tukey,mean,0,6,NA,65.3,1,6,,94.4,0.1,timing_fall_spring,fall applied anhydrous ammonia [234 kg N/ha] with nitrapyrin [0.56 kg ai/ha],fall applied anhydrous ammonia [234 kg N/ha] with nitrapyrin [0.56 kg ai/ha],spring applied (preplant) anhydrous ammonia (234 kg N/ha),spring applied (preplant) anhydrous ammonia (234 kg N/ha),,,Soil Nutrients,Nitrate,Late season (crop stages: harvest & post harvest),44.56355283,29.1,0-60 cm,,Application Timing,Fall,Spring,,Nutrient Management
583,,141,1982-3,1,fertilizer-derived nitrogen recovered,,0-90 cm,1,kg N/ha,ANOVA,mean,0,NA,NA,31,2,NA,no significant effect of delayed fertilizer application compared to applicaiton at planting.,19,ns,timing_plant_V8,nitrogen application at maize planting (75 kg N/ha),nitrogen application at maize planting (75 kg N/ha),nitrogen application at maize V8 leaf stage (75 kg N/ha),nitrogen application at maize V8 leaf stage (75 kg N/ha),,,Soil Nutrients,Nitrogen,Total soil nitrogen,-38.70967742,-12,0-60 cm,,Application Timing,Preplant,Early Season,,Nutrient Management
584,,141,1982-3,1,fertilizer-derived nitrogen recovered,,0-90 cm,1,kg N/ha,ANOVA,mean,1,NA,NA,62,3,NA,no significant effect of delayed fertilizer application compared to applicaiton at planting.,45,ns,timing_plant_V8,nitrogen application at maize planting (150 kg N/ha),nitrogen application at maize planting (150 kg N/ha),nitrogen application at maize V8 leaf stage (150 kg N/ha),nitrogen application at maize V8 leaf stage (150 kg N/ha),,,Soil Nutrients,Nitrogen,Total soil nitrogen,-27.41935484,-17,0-60 cm,,Application Timing,Preplant,Early Season,,Nutrient Management
585,,141,1982-3,1,fertilizer-derived nitrogen recovered,,0-130 cm,2,kg N/ha,ANOVA,mean,0,NA,NA,28,2,NA,no significant effect of delayed fertilizer application compared to applicaiton at planting.,21,ns,timing_plant_V8,nitrogen application at maize planting (75 kg N/ha),nitrogen application at maize planting (75 kg N/ha),nitrogen application at maize V8 leaf stage (75 kg N/ha),nitrogen application at maize V8 leaf stage (75 kg N/ha),,,Soil Nutrients,Nitrogen,Total soil nitrogen,-25,-7,NA,,Application Timing,Preplant,Early Season,,Nutrient Management
586,,141,1982-3,1,fertilizer-derived nitrogen recovered,,0-130 cm,2,kg N/ha,ANOVA,mean,1,NA,NA,51,3,NA,no significant effect of delayed fertilizer application compared to applicaiton at planting.,45,ns,timing_plant_V8,nitrogen application at maize planting (150 kg N/ha),nitrogen application at maize planting (150 kg N/ha),nitrogen application at maize V8 leaf stage (150 kg N/ha),nitrogen application at maize V8 leaf stage (150 kg N/ha),,,Soil Nutrients,Nitrogen,Total soil nitrogen,-11.76470588,-6,NA,,Application Timing,Preplant,Early Season,,Nutrient Management
587,,141,1982-3,1,fertilizer-derived nitrogen recovered,,0-90 cm,1,kg N/ha,ANOVA,mean,4,NA,NA,28,6,NA,no significant effect of delayed fertilizer application compared to applicaiton at planting.,22,ns,timing_plant_V8,nitrogen application at maize planting (100 kg N/ha),nitrogen application at maize planting (100 kg N/ha),nitrogen application at maize V8 leaf stage (100 kg N/ha),nitrogen application at maize V8 leaf stage (100 kg N/ha),,,Soil Nutrients,Nitrogen,Total soil nitrogen,-21.42857143,-6,0-60 cm,,Application Timing,Preplant,Early Season,,Nutrient Management
588,,141,1982-3,1,fertilizer-derived nitrogen recovered,,0-90 cm,1,kg N/ha,ANOVA,mean,5,NA,NA,75,7,NA,no significant effect of delayed fertilizer application compared to applicaiton at planting.,76,ns,timing_plant_V8,nitrogen application at maize planting (200 kg N/ha),nitrogen application at maize planting (200 kg N/ha),nitrogen application at maize V8 leaf stage (250 kg N/ha),nitrogen application at maize V8 leaf stage (250 kg N/ha),,,Soil Nutrients,Nitrogen,Total soil nitrogen,1.333333333,1,0-60 cm,,Application Timing,Preplant,Early Season,,Nutrient Management
589,,141,1982-3,1,fertilizer-derived nitrogen recovered,,0-130 cm,2,kg N/ha,ANOVA,mean,4,NA,NA,43,6,NA,the effect of application timing (at planting compared with at V8 leaf stage) was dependent on nitrogen fertilizer rate,55,significant rate * time interaction,timing_plant_V8,nitrogen application at maize planting (100 kg N/ha),nitrogen application at maize planting (100 kg N/ha),nitrogen application at maize V8 leaf stage (100 kg N/ha),nitrogen application at maize V8 leaf stage (100 kg N/ha),,,Soil Nutrients,Nitrogen,Total soil nitrogen,27.90697674,12,NA,,Application Timing,Preplant,Early Season,,Nutrient Management
590,,141,1982-3,1,fertilizer-derived nitrogen recovered,,0-130 cm,2,kg N/ha,ANOVA,mean,5,NA,NA,95,7,NA,the effect of application timing (at planting compared with at V8 leaf stage) was dependent on nitrogen fertilizer rate,113,significant rate * time interaction,timing_plant_V8,nitrogen application at maize planting (200 kg N/ha),nitrogen application at maize planting (200 kg N/ha),nitrogen application at maize V8 leaf stage (250 kg N/ha),nitrogen application at maize V8 leaf stage (250 kg N/ha),,,Soil Nutrients,Nitrogen,Total soil nitrogen,18.94736842,18,NA,,Application Timing,Preplant,Early Season,,Nutrient Management
651,,143,1994-3,1,soil residual nitrate,post harvest or early spring,0-90 cm,1,mg N/kg soil,LSM,mean,0,NA,NA,5.2,1,NA,,4.8,ns,uniform_variable,uniform nitrogen application management (mean of 142 kg N/ha over all sites and years),uniform nitrogen application management (mean of 142 kg N/ha over all sites and years),variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years),variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years),,,Soil Nutrients,Nitrate,Late season (crop stages: harvest & post harvest),-7.692307692,-0.4,0-60 cm,,Fertilizer Placement,Broadcast,Variable Rate Application,,Nutrient Management
652,,143,1994-3,1,soil residual nitrate,post harvest or early spring,0-90 cm,1,mg N/kg soil,LSM,mean,0,NA,NA,5.2,2,NA,,4.8,ns,uniform_variable,uniform nitrogen application management (mean of 142 kg N/ha over all sites and years),uniform nitrogen application management (mean of 142 kg N/ha over all sites and years),"reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)",,,Soil Nutrients,Nitrate,Late season (crop stages: harvest & post harvest),-7.692307692,-0.4,0-60 cm,,Fertilizer Placement,Broadcast,Variable Rate Application,,Nutrient Management
653,,143,1994-3,1,soil residual nitrate,post harvest or early spring,0-90 cm,1,mg N/kg soil,LSM,mean,1,NA,NA,4.8,2,NA,,4.8,ns,uniform_variable,variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years),variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years),"reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)",,,Soil Nutrients,Nitrate,Late season (crop stages: harvest & post harvest),0,0,0-60 cm,,Fertilizer Placement,Broadcast,Variable Rate Application,,Nutrient Management
654,,143,1994-3,1,soil residual nitrate,post harvest or early spring,0-90 cm,2,mg N/kg soil,LSM,mean,0,NA,NA,4.5,1,NA,,4.4,ns,uniform_variable,uniform nitrogen application management (mean of 142 kg N/ha over all sites and years),uniform nitrogen application management (mean of 142 kg N/ha over all sites and years),variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years),variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years),,,Soil Nutrients,Nitrate,Late season (crop stages: harvest & post harvest),-2.222222222,-0.1,0-60 cm,,Fertilizer Placement,Broadcast,Variable Rate Application,,Nutrient Management
