"Res_key","Paper_id","Duration","Loc_multi_results","Response_var","RV_depth","RV_year","Response_var_units","Stat_test","Stat_type","Trt1","Trt1_int","Trt1_int2","Trt1_value","Trt2","Trt2_int","Trt2_int2","Trt2_value","significance","finelevel_group","Trt_1name","Trt1_details","Trt_2name","Trt2_details","group_level1","group_level2","group_level3","pm_group1","pm_group2","Review","per_change","actual_diff"
759,95,"2002-3",0,"average total Bean pod mottle virus (Comoviridae)",NA,1,"number","Dunnett","mean",0,NA,NA,48.54,1,NA,NA,38.31,"ns","untreated_seedI","untreated","untreated soybean","clothianidin","soybean seed treated with clothianidin (47.32 ml ai/kg)","Pests","Pathogens","Bean pod mottle virus","Neonicotinoid (Insecticide)","Seed","Early Season Pest Management",-21.0754017305315,-10.23
763,73,"2000-3",2,"Stewart's wilt incidence (maize)",NA,1,"%","Bayesian LSD","mean",0,NA,NA,25.9,1,NA,NA,2.3,"0.05","untreated_seedI","untreated","untreated maize seed (Jubilee)","clothianidin (Poncho)","insecticide seed treatment, clothianidin (0.25 mg ai / seed)","Pests","Pathogens","Corn (infection of leaf tissue)","Neonicotinoid (Insecticide)","Seed","Early Season Pest Management",-91.1196911196911,-23.6
764,73,"2000-3",2,"Stewart's wilt incidence (maize)",NA,1,"%","Bayesian LSD","mean",0,NA,NA,25.9,2,NA,NA,1.5,"0.05","untreated_seedI","untreated","untreated maize seed (Jubilee)","clothianidin (Poncho)","insecticide seed treatment, clothianidin (0.50 mg ai / seed)","Pests","Pathogens","Corn (infection of leaf tissue)","Neonicotinoid (Insecticide)","Seed","Early Season Pest Management",-94.2084942084942,-24.4
765,73,"2000-3",2,"Stewart's wilt incidence (maize)",NA,1.5,"%","Bayesian LSD","mean",0,NA,NA,28.4,1,NA,NA,9.9,"0.05","untreated_seedI","untreated","untreated maize seed (Jubilee)","clothianidin (Poncho)","insecticide seed treatment, clothianidin (0.25 mg ai / seed)","Pests","Pathogens","Corn (infection of leaf tissue)","Neonicotinoid (Insecticide)","Seed","Early Season Pest Management",-65.1408450704225,-18.5
766,73,"2000-3",2,"Stewart's wilt incidence (maize)",NA,1.5,"%","Bayesian LSD","mean",0,NA,NA,28.4,2,NA,NA,8.1,"0.05","untreated_seedI","untreated","untreated maize seed (Jubilee)","clothianidin (Poncho)","insecticide seed treatment, clothianidin (0.50 mg ai / seed)","Pests","Pathogens","Corn (infection of leaf tissue)","Neonicotinoid (Insecticide)","Seed","Early Season Pest Management",-71.4788732394366,-20.3
767,73,"2000-3",1,"Stewart's wilt incidence (maize)",NA,1,"%","Bayesian LSD","mean",0,NA,NA,40.8,1,NA,NA,9.8,"0.05","untreated_seedI","untreated","untreated maize seed (Jubilee)","clothianidin (Poncho)","insecticide seed treatment, clothianidin (0.25 mg ai / seed)","Pests","Pathogens","Corn (infection of leaf tissue)","Neonicotinoid (Insecticide)","Seed","Early Season Pest Management",-75.9803921568627,-31
768,73,"2000-3",1,"Stewart's wilt incidence (maize)",NA,1,"%","Bayesian LSD","mean",0,NA,NA,40.8,2,NA,NA,5.3,"0.05","untreated_seedI","untreated","untreated maize seed (Jubilee)","clothianidin (Poncho)","insecticide seed treatment, clothianidin (0.50 mg ai / seed)","Pests","Pathogens","Corn (infection of leaf tissue)","Neonicotinoid (Insecticide)","Seed","Early Season Pest Management",-87.0098039215686,-35.5
769,73,"2000-3",1,"Stewart's wilt incidence (maize)",NA,1.5,"%","Bayesian LSD","mean",0,NA,NA,90.5,1,NA,NA,24.3,"0.05","untreated_seedI","untreated","untreated maize seed (Jubilee)","clothianidin (Poncho)","insecticide seed treatment, clothianidin (0.25 mg ai / seed)","Pests","Pathogens","Corn (infection of leaf tissue)","Neonicotinoid (Insecticide)","Seed","Early Season Pest Management",-73.1491712707182,-66.2
770,73,"2000-3",1,"Stewart's wilt incidence (maize)",NA,1.5,"%","Bayesian LSD","mean",0,NA,NA,90.5,2,NA,NA,26.2,"0.05","untreated_seedI","untreated","untreated maize seed (Jubilee)","clothianidin (Poncho)","insecticide seed treatment, clothianidin (0.50 mg ai / seed)","Pests","Pathogens","Corn (infection of leaf tissue)","Neonicotinoid (Insecticide)","Seed","Early Season Pest Management",-71.0497237569061,-64.3
771,73,"2000-3",1,"Stewart's wilt incidence (maize)",NA,3,"%","Bayesian LSD","mean",0,NA,NA,15.6,1,NA,NA,3.6,"0.05","untreated_seedI","untreated","untreated maize seed (Jubilee)","clothianidin (Poncho)","insecticide seed treatment, clothianidin (0.125 mg ai / seed)","Pests","Pathogens","Corn (infection of leaf tissue)","Neonicotinoid (Insecticide)","Seed","Early Season Pest Management",-76.9230769230769,-12
772,73,"2000-3",1,"Stewart's wilt incidence (maize)",NA,3,"%","Bayesian LSD","mean",0,NA,NA,15.6,2,NA,NA,3.1,"0.05","untreated_seedI","untreated","untreated maize seed (Jubilee)","clothianidin (Poncho)","insecticide seed treatment, clothianidin (0.15 mg ai / seed)","Pests","Pathogens","Corn (infection of leaf tissue)","Neonicotinoid (Insecticide)","Seed","Early Season Pest Management",-80.1282051282051,-12.5
773,73,"2000-3",1,"Stewart's wilt incidence (maize)",NA,3,"%","Bayesian LSD","mean",0,NA,NA,15.6,3,NA,NA,2.9,"0.05","untreated_seedI","untreated","untreated maize seed (Jubilee)","clothianidin (Poncho)","insecticide seed treatment, clothianidin (0.25 mg ai / seed)","Pests","Pathogens","Corn (infection of leaf tissue)","Neonicotinoid (Insecticide)","Seed","Early Season Pest Management",-81.4102564102564,-12.7
774,73,"2000-3",1,"Stewart's wilt incidence (maize)",NA,3,"%","Bayesian LSD","mean",0,NA,NA,15.6,4,NA,NA,2.2,"0.05","untreated_seedI","untreated","untreated maize seed (Jubilee)","clothianidin (Poncho)","insecticide seed treatment, clothianidin (0.50 mg ai / seed)","Pests","Pathogens","Corn (infection of leaf tissue)","Neonicotinoid (Insecticide)","Seed","Early Season Pest Management",-85.8974358974359,-13.4
775,73,"2000-3",1,"Stewart's wilt incidence (maize)",NA,2,"%","Bayesian LSD","mean",0,NA,NA,8.1,1,NA,NA,3.6,"0.05","untreated_seedI","untreated","untreated maize seed (Jubilee)","clothianidin (Poncho)","insecticide seed treatment, clothianidin (0.19 mg ai / seed)","Pests","Pathogens","Corn (infection of leaf tissue)","Neonicotinoid (Insecticide)","Seed","Early Season Pest Management",-55.5555555555556,-4.5
776,73,"2000-3",1,"Stewart's wilt incidence (maize)",NA,2,"%","Bayesian LSD","mean",0,NA,NA,8.1,2,NA,NA,1.9,"0.05","untreated_seedI","untreated","untreated maize seed (Jubilee)","clothianidin (Poncho)","insecticide seed treatment, clothianidin (0.34 mg ai / seed)","Pests","Pathogens","Corn (infection of leaf tissue)","Neonicotinoid (Insecticide)","Seed","Early Season Pest Management",-76.5432098765432,-6.2
777,73,"2000-3",1,"Stewart's wilt incidence (maize)",NA,2.5,"%","Bayesian LSD","mean",0,NA,NA,9,1,NA,NA,2.7,"0.05","untreated_seedI","untreated","untreated maize seed (Jubilee)","clothianidin (Poncho)","insecticide seed treatment, clothianidin (0.19 mg ai / seed)","Pests","Pathogens","Corn (infection of leaf tissue)","Neonicotinoid (Insecticide)","Seed","Early Season Pest Management",-70,-6.3
778,73,"2000-3",1,"Stewart's wilt incidence (maize)",NA,2.5,"%","Bayesian LSD","mean",0,NA,NA,9,2,NA,NA,1.6,"0.05","untreated_seedI","untreated","untreated maize seed (Jubilee)","clothianidin (Poncho)","insecticide seed treatment, clothianidin (0.34 mg ai / seed)","Pests","Pathogens","Corn (infection of leaf tissue)","Neonicotinoid (Insecticide)","Seed","Early Season Pest Management",-82.2222222222222,-7.4
779,73,"2000-3",3,"Stewart's wilt incidence (maize)",NA,2,"%","Bayesian LSD","mean",0,NA,NA,44.2,1,NA,NA,8.5,"0.05","untreated_seedI","untreated","untreated maize seed (Jubilee)","clothianidin (Poncho)","insecticide seed treatment, clothianidin (0.19 mg ai / seed)","Pests","Pathogens","Corn (infection of leaf tissue)","Neonicotinoid (Insecticide)","Seed","Early Season Pest Management",-80.7692307692308,-35.7
780,73,"2000-3",3,"Stewart's wilt incidence (maize)",NA,2,"%","Bayesian LSD","mean",0,NA,NA,44.2,2,NA,NA,7.1,"0.05","untreated_seedI","untreated","untreated maize seed (Jubilee)","clothianidin (Poncho)","insecticide seed treatment, clothianidin (0.34 mg ai / seed)","Pests","Pathogens","Corn (infection of leaf tissue)","Neonicotinoid (Insecticide)","Seed","Early Season Pest Management",-83.9366515837104,-37.1
781,73,"2000-3",3,"Stewart's wilt incidence (maize)",NA,2,"%","Bayesian LSD","mean",0,NA,NA,24.7,1,NA,NA,6.8,"0.05","untreated_seedI","untreated","untreated maize seed (Supersweet Jubilee)","clothianidin (Poncho)","insecticide seed treatment, clothianidin (0.19 mg ai / seed)","Pests","Pathogens","Corn (infection of leaf tissue)","Neonicotinoid (Insecticide)","Seed","Early Season Pest Management",-72.4696356275304,-17.9
782,73,"2000-3",3,"Stewart's wilt incidence (maize)",NA,2,"%","Bayesian LSD","mean",0,NA,NA,24.7,2,NA,NA,5.2,"0.05","untreated_seedI","untreated","untreated maize seed (Supersweet Jubilee)","clothianidin (Poncho)","insecticide seed treatment, clothianidin (0.34 mg ai / seed)","Pests","Pathogens","Corn (infection of leaf tissue)","Neonicotinoid (Insecticide)","Seed","Early Season Pest Management",-78.9473684210526,-19.5
799,70,"2012-3",1,"maize root rating (pathogen infection)",NA,1,"node injury rating","F-test","mean",0,NA,NA,0.109,2,NA,NA,0.101,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","1.25 mg clothianidin + fungicides","Pests","Pathogens","Corn (infection of roots)","Neonicotinoid & Fungicide","Seed","Early Season Pest Management",-7.3394495412844,-0.00799999999999999
801,70,"2012-3",2,"maize root rating (pathogen infection)",NA,1,"node injury rating","F-test","mean",0,NA,NA,0.175,2,NA,NA,0.189,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","1.25 mg clothianidin + fungicides","Pests","Pathogens","Corn (infection of roots)","Neonicotinoid & Fungicide","Seed","Early Season Pest Management",8.00000000000001,0.014
803,70,"2012-3",3,"maize root rating (pathogen infection)",NA,1,"node injury rating","F-test","mean",0,NA,NA,0.12,2,NA,NA,0.077,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","1.25 mg clothianidin + fungicides","Pests","Pathogens","Corn (infection of roots)","Neonicotinoid & Fungicide","Seed","Early Season Pest Management",-35.8333333333333,-0.043
805,70,"2012-3",1,"maize root rating (pathogen infection)",NA,2,"node injury rating","F-test","mean",0,NA,NA,0.057,2,NA,NA,0.047,"0.04","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","1.25 mg clothianidin + fungicides","Pests","Pathogens","Corn (infection of roots)","Neonicotinoid & Fungicide","Seed","Early Season Pest Management",-17.5438596491228,-0.01
807,70,"2012-3",2,"maize root rating (pathogen infection)",NA,2,"node injury rating","F-test","mean",0,NA,NA,0.98,2,NA,NA,0.36,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","1.25 mg clothianidin + fungicides","Pests","Pathogens","Corn (infection of roots)","Neonicotinoid & Fungicide","Seed","Early Season Pest Management",-63.265306122449,-0.62
809,70,"2012-3",3,"maize root rating (pathogen infection)",NA,2,"node injury rating","F-test","mean",0,NA,NA,0.11,2,NA,NA,0.11,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","1.25 mg clothianidin + fungicides","Pests","Pathogens","Corn (infection of roots)","Neonicotinoid & Fungicide","Seed","Early Season Pest Management",0,0
811,70,"2012-3",2,"maize root rating (pathogen infection)",NA,3,"node injury rating","F-test","mean",0,NA,NA,2.22,2,NA,NA,1.09,"0.02","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","1.25 mg clothianidin + fungicides","Pests","Pathogens","Corn (infection of roots)","Neonicotinoid & Fungicide","Seed","Early Season Pest Management",-50.9009009009009,-1.13
813,70,"2012-3",3,"maize root rating (pathogen infection)",NA,3,"node injury rating","F-test","mean",0,NA,NA,0.03,2,NA,NA,0.017,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","1.25 mg clothianidin + fungicides","Pests","Pathogens","Corn (infection of roots)","Neonicotinoid & Fungicide","Seed","Early Season Pest Management",-43.3333333333333,-0.013
847,70,"2012-3",1,"maize root rating (pathogen infection)",NA,1,"node injury rating","F-test","mean",0,NA,NA,0.109,1,NA,NA,0.115,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","0.25 mg clothianidin + fungicides","Pests","Pathogens","Corn (infection of roots)","Neonicotinoid & Fungicide","Seed","Early Season Pest Management",5.50458715596331,0.00600000000000001
849,70,"2012-3",2,"maize root rating (pathogen infection)",NA,1,"node injury rating","F-test","mean",0,NA,NA,0.175,1,NA,NA,0.204,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","0.25 mg clothianidin + fungicides","Pests","Pathogens","Corn (infection of roots)","Neonicotinoid & Fungicide","Seed","Early Season Pest Management",16.5714285714286,0.029
851,70,"2012-3",3,"maize root rating (pathogen infection)",NA,1,"node injury rating","F-test","mean",0,NA,NA,0.12,1,NA,NA,0.092,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","0.25 mg clothianidin + fungicides","Pests","Pathogens","Corn (infection of roots)","Neonicotinoid & Fungicide","Seed","Early Season Pest Management",-23.3333333333333,-0.028
853,70,"2012-3",1,"maize root rating (pathogen infection)",NA,2,"node injury rating","F-test","mean",0,NA,NA,0.057,1,NA,NA,0.049,"0.04","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","0.25 mg clothianidin + fungicides","Pests","Pathogens","Corn (infection of roots)","Neonicotinoid & Fungicide","Seed","Early Season Pest Management",-14.0350877192982,-0.008
855,70,"2012-3",2,"maize root rating (pathogen infection)",NA,2,"node injury rating","F-test","mean",0,NA,NA,0.98,1,NA,NA,0.51,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","0.25 mg clothianidin + fungicides","Pests","Pathogens","Corn (infection of roots)","Neonicotinoid & Fungicide","Seed","Early Season Pest Management",-47.9591836734694,-0.47
857,70,"2012-3",3,"maize root rating (pathogen infection)",NA,2,"node injury rating","F-test","mean",0,NA,NA,0.11,1,NA,NA,0.12,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","0.25 mg clothianidin + fungicides","Pests","Pathogens","Corn (infection of roots)","Neonicotinoid & Fungicide","Seed","Early Season Pest Management",9.09090909090909,0.01
859,70,"2012-3",2,"maize root rating (pathogen infection)",NA,3,"node injury rating","F-test","mean",0,NA,NA,2.22,1,NA,NA,2.42,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","0.25 mg clothianidin + fungicides","Pests","Pathogens","Corn (infection of roots)","Neonicotinoid & Fungicide","Seed","Early Season Pest Management",9.009009009009,0.2
861,70,"2012-3",3,"maize root rating (pathogen infection)",NA,3,"node injury rating","F-test","mean",0,NA,NA,0.03,1,NA,NA,0.021,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","0.25 mg clothianidin + fungicides","Pests","Pathogens","Corn (infection of roots)","Neonicotinoid & Fungicide","Seed","Early Season Pest Management",-30,-0.009
879,77,"1987-2",0,"adult seedcorn maggots per trap",NA,1,"#","Duncan","mean",0,NA,NA,19.7,3,NA,NA,6.2,"0.05","untreated_seedI","untreated","untreated soybean seed","diazinon; lindane; captan (Agrox D-L Plus)","diazinon (0.33% w/w), lindane (15.0% w/w) and captan (14.67% w/w) applied at rate of 2.25 g formulation / kg seed in a bucket","Pests","Invertebrate Pests","Seed corn maggot (#)","Fungicide","Seed","Early Season Pest Management",-68.5279187817259,-13.5
881,77,"1987-2",0,"adult seedcorn maggots per trap",NA,1,"#","Duncan","mean",0,NA,NA,19.7,4,NA,NA,9.7,"0.05","untreated_seedI","untreated","untreated soybean seed","diazinon; lindane; captan (Agrox D-L Plus)","diazinon (0.33% w/w), lindane (15.0% w/w) and captan (14.67% w/w) applied at rate of 2.25 g formulation / kg seed hopper box treatment","Pests","Invertebrate Pests","Seed corn maggot (#)","Fungicide","Seed","Early Season Pest Management",-50.761421319797,-10
883,77,"1987-2",5,"adult seedcorn maggots per trap",NA,2,"#","Duncan","mean",0,NA,NA,19.3,3,NA,NA,9.5,"0.05","untreated_seedI","untreated","untreated soybean seed","diazinon; lindane; captan (Agrox D-L Plus)","diazinon (0.33% w/w), lindane (15.0% w/w) and captan (14.67% w/w) applied at rate of 2.25 g formulation / kg seed in a bucket","Pests","Invertebrate Pests","Seed corn maggot (#)","Fungicide","Seed","Early Season Pest Management",-50.7772020725389,-9.8
885,77,"1987-2",7,"adult seedcorn maggots per trap",NA,2,"#","Duncan","mean",0,NA,NA,19.3,4,NA,NA,12.9,"0.05","untreated_seedI","untreated","untreated soybean seed","diazinon; lindane; captan (Agrox D-L Plus)","diazinon (0.33% w/w), lindane (15.0% w/w) and captan (14.67% w/w) applied at rate of 2.25 g formulation / kg seed hopper box treatment","Pests","Invertebrate Pests","Seed corn maggot (#)","Fungicide","Seed","Early Season Pest Management",-33.160621761658,-6.4
907,95,"2002-3",0,"total counts of adult bean leaf beetles (Cerotoma trifurcata)",NA,2,"number","Dunnett","mean",0,NA,NA,2.87,8,NA,NA,1.36,"0.05","untreated_foliarI","untreated","untreated soybean","esfenvalerate","soybean foliage sprayed with esfenvalerate (2 applications, 43.74 g ai/ha + 54.69 g ai/ha)","Pests","Invertebrate Pests","Bean leaf beetles on soybeans (#)","Pyrethroid (Insecticide)","Foliar","Early Season Pest Management",-52.6132404181185,-1.51
908,95,"2002-3",0,"total counts of adult bean leaf beetles (Cerotoma trifurcata)",NA,3,"number","Dunnett","mean",0,NA,NA,2.08,8,NA,NA,1.55,"ns","untreated_foliarI","untreated","untreated soybean","esfenvalerate","soybean foliage sprayed with esfenvalerate (2 applications, 43.74 g ai/ha + 54.69 g ai/ha)","Pests","Invertebrate Pests","Bean leaf beetles on soybeans (#)","Pyrethroid (Insecticide)","Foliar","Early Season Pest Management",-25.4807692307692,-0.53
